,OnTarget_%,Short_%,Succ_Ratio,Pass_Comp%,Cards/Fouls,OppTackles_Successful%,Opp_Saves/Shots,dummy_home,Win_Pr(),Btts_Pr(),Goalless
0,0.5292887845730776,2.346794976234183,-0.8790297998461654,0.8246386305103433,0.04070811239195698,0.36396520118581055,0.7774679620558839,1.0,-1.2292663909941475,0.13551471871720638,0
1,0.08726090364309023,-0.3368611696631221,0.5565505219519655,0.9313317534266646,-1.136780126097378,0.41096176533487205,0.1916767523704937,1.0,-1.1026213059706969,-0.42880258407514715,0
2,-0.33150235197479333,0.3680597579809205,-0.2459154292527972,0.3258786658172801,-0.053072284202393516,1.6328724332104887,0.3390693793235919,1.0,-0.38496582417114383,0.5185468828898792,0
3,-0.05481948665583481,-1.2836769075296424,-0.1990180684681033,-0.6702213229017935,-0.35234207921671806,-0.8109489025407451,-0.2963123503796269,1.0,0.8675461016110956,-1.2044449601527631,0
4,-0.9770957043856965,2.2502713070510962,-1.5590415312242274,-0.8875230619859039,-1.46907542760761,0.36396520118581055,0.4578023288135882,1.0,1.076389088364237,-0.18685735649397262,0
5,2.328342259958128,-0.11593749749426745,0.4009922827478338,1.058035751508192,-0.11914483634841323,0.568627657963984,2.0991107482341134,1.0,0.0029560578826684884,1.2198211208721883,0
6,2.5736677338742715,1.6356716175587938,-1.5590415312242274,-2.948891333612275,0.22260974371720627,0.899726032485119,0.03375608063503185,1.0,1.6113293540740923,-2.7610789700740472,0
7,0.44584474582609,0.5930471443129236,0.3449913166343465,0.7810764453747546,0.24712692011321735,-1.2473455696391798,-0.35676092931545195,1.0,-1.4451386950113927,-0.24861705932390474,0
8,-0.05481948665583481,-1.7702349950443814,-1.1263067930745514,-1.479507872733454,0.12862723419916058,1.1329998872613727,0.6952682277935783,1.0,0.9024314141715659,-0.5448542779827277,0
9,0.9281919941928228,-0.9632606059955455,-0.3690210013126187,-0.5708110384194947,-1.270950137272271,-0.1321096426098469,-0.5452863823949949,1.0,0.5121035280782976,-0.18685735649397262,1
10,0.5292887845730776,0.22465316376605005,-0.3690210013126187,-1.0199662718409486,0.9389088703142008,-0.11668147761141695,-0.7295271660863676,1.0,1.184905542265379,0.06916468432828803,0
11,-0.4929006900775189,0.4800961597112879,0.10698721065202457,-0.05304025831934951,1.0371248262069321,1.0689136634217424,0.9940156490909865,1.0,-1.8427035215764862,-0.3992894377796844,0
12,0.5292887845730776,0.1759973550145757,-0.5012455046361308,-0.7763836451048959,-0.19201897474475899,-1.0459317232860559,0.6062185156760821,1.0,0.20954167554446257,-0.5448542779827277,1
13,0.7070608671210069,-1.5375333010155932,-1.5590415312242274,-0.48420838940982885,0.12862723419916058,-2.455828647757922,1.9419641974385318,1.0,1.3464955456727565,-0.8216661052540858,0
14,-2.49283661874173,-0.6490359238147654,0.027652508657917355,-2.0991994548489474,-0.1083721376289534,-1.170334393092397,-1.620024287261334,1.0,1.4576631155844664,-1.080902578412979,0
15,0.3552990867602105,-0.0724578386099721,-0.9381612547486055,-1.2941258211126718,-0.7798703578086108,1.1329998872613727,-0.7295271660863676,1.0,1.1297578361844707,-0.24861705932390474,0
16,0.9281919941928228,-0.9632606059955455,-0.3690210013126187,-0.5708110384194947,-1.5066684314148278,-0.4074878329591731,0.6324096074753457,1.0,-0.7871003613864105,-0.24861705932390474,0
17,-1.7195280596582352,-0.37138049343950585,-0.17068424632735058,-0.4147736544305036,0.12862723419916058,1.1329998872613727,0.6952682277935783,1.0,0.19549081551967143,0.13551471871720638,0
18,-0.4929006900775189,0.4800961597112879,0.10698721065202457,-0.05304025831934951,0.7699196520869998,-0.1321096426098469,-1.7189684118363306,1.0,-0.9830120590041048,0.34052886991892434,0
19,-0.4929006900775189,-2.074333799741094,-0.1990180684681033,-1.367539121047168,0.9389088703142008,-0.11668147761141695,-0.7295271660863676,1.0,1.6113293540740923,-0.42880258407514715,0
20,0.7070608671210069,-1.5375333010155932,-1.5590415312242274,-0.48420838940982885,-0.2607288766613129,-0.3409832610501229,-0.3955907456457552,1.0,0.9024314141715659,-0.42880258407514715,0
21,-0.09975089213498177,-0.2731331873067217,1.0590036345813116,-0.2564190750042345,-0.19201897474475899,-1.0459317232860559,0.6062185156760821,1.0,-0.4793941770395061,-1.2044449601527631,1
22,0.3552990867602105,-0.0724578386099721,-0.9381612547486055,-1.2941258211126718,-0.11914483634841323,-0.3617170393511802,-0.4750994171792341,1.0,-1.169901507389405,-0.5448542779827277,1
23,-0.5676950418812212,-0.7140479270245806,-1.2190356655351964,0.5850043121759938,-0.1083721376289534,-1.170334393092397,-1.620024287261334,1.0,-0.09827355695740446,-0.5448542779827277,0
24,0.08726090364309023,-0.3368611696631221,0.5565505219519655,0.9313317534266646,-0.2607288766613129,1.1904565017382827,-0.017129469146394627,1.0,0.0029560578826684884,0.5185468828898792,0
25,-0.17566947380664413,0.024996569234140103,-1.5590415312242274,-0.6468268929732139,0.04070811239195698,0.36396520118581055,0.7774679620558839,1.0,0.12764523425710844,0.34052886991892434,1
26,-0.05481948665583481,-1.2836769075296424,-0.1990180684681033,-0.6702213229017935,-1.195183542726449,-0.09217792143744108,-1.3231919135363455,1.0,1.184905542265379,-0.42880258407514715,1
27,0.38326171676584997,-0.553839776257533,-0.8790297998461654,-0.607441900154775,-0.053072284202393516,1.6328724332104887,0.3390693793235919,1.0,0.0029560578826684884,0.13551471871720638,0
28,2.328342259958128,-0.11593749749426745,0.4009922827478338,1.058035751508192,-0.961569876210165,-0.279683394768737,0.2813074038960271,1.0,-1.602417087938243,0.13551471871720638,1
29,1.2403771147647982,-0.6490359238147654,0.4452035717847975,-0.3313883933195877,-1.46907542760761,0.36396520118581055,0.4578023288135882,1.0,-0.7111728613527588,0.5916712051410258,0
30,0.44584474582609,0.5930471443129236,0.3449913166343465,0.7810764453747546,-1.3058426479183733,-0.8109489025407451,-0.5768705167420882,1.0,-1.602417087938243,-1.6189333059897912,0
31,0.8563894164612686,0.2927712960181134,-0.6070251072949404,-1.9584945827457139,0.22260974371720627,0.899726032485119,0.03375608063503185,1.0,1.2419226621117412,-6.615601280355323,0
32,0.7070608671210069,-1.5375333010155932,-1.5590415312242274,0.23212010678589237,-0.3256215618047249,0.8861492472865006,-1.798123711496327,1.0,1.5414596050834173,-1.2044449601527631,0
33,0.4187818143405811,2.148530142236492,-0.807449617595843,1.1270839228347793,0.37639930474673533,-0.4618315688619982,0.18268939706847567,1.0,-0.38496582417114383,0.4109299558032874,0
34,-1.0039954274028176,-0.797118820014903,0.14098779722092783,-0.931215538122568,0.8100004282049891,0.8642512066435685,-0.16710793166007246,1.0,-0.3015175123339864,-0.24861705932390474,0
35,0.8438086229271082,-0.2731331873067217,-0.33063324228321206,0.34685873697690495,-0.5944626859702901,-1.1164265695096494,-0.8821838154306476,1.0,0.04503436120462168,0.4109299558032874,0
36,-0.7557494121305299,-1.2836769075296424,0.5234943961210877,0.35563876844828946,0.9928078704992356,-1.183482642746726,-1.3231919135363455,1.0,1.2419226621117412,0.5185468828898792,0
37,-2.026184902053414,1.3315728128620816,-1.5590415312242274,-0.15832858944113076,-0.2607288766613129,-0.19999356860293632,1.051467076263565,1.0,1.184905542265379,0.2368828268113886,0
