,Goals,Knockout,OnTarget_%,Short_%,Succ_Ratio,Total_FKs,Short_FKs,Passes_Att,Pass_Comp%,Opp_Total_Fouls,Opp_Yellow_Cards,Cards/Fouls,OppTackles_Successful%,Opp_Aggressiveness,Opp_Total_Saves,Opp_Saves/Shots,Opp_Shots_Blocked,Opp_Conceded_Corners,dummy_home,bad_weather,Win_Pr(),Btts_Pr()
31,2,0,0.36,0.44,0.2,36.0,0.1388888888888889,1646.0,0.7551640340218712,29.0,5.0,0.1724137931034483,0.52,1.0,16.0,0.5714285714285714,5.0,8.0,1.0,0,0.42372881355932196,0.09523809523809523
32,2,0,0.3478260869565217,0.2608695652173913,0.0,53.0,0.3018867924528302,1795.0,0.8451253481894151,36.0,5.0,0.1388888888888889,0.5185185185185185,0.0,10.0,0.4,5.0,8.0,1.0,0,0.4608294930875576,0.3125
33,1,0,0.32432432432432434,0.6216216216216216,0.15789473684210525,33.0,0.2727272727272727,2108.0,0.8818785578747628,44.0,7.0,0.18181818181818185,0.37142857142857133,1.0,24.0,0.5853658536585366,9.0,21.0,1.0,1,0.2222222222222222,0.37735849056603776
34,3,0,0.20833333333333331,0.3333333333333333,0.35714285714285715,59.0,0.2033898305084746,1510.0,0.7973509933774835,48.0,10.0,0.20833333333333331,0.5161290322580645,1.0,21.0,0.5526315789473685,11.0,16.0,1.0,0,0.23255813953488372,0.3508771929824561
35,1,0,0.35897435897435903,0.38461538461538464,0.25806451612903225,48.0,0.2916666666666667,2151.0,0.8498372849837285,49.0,6.0,0.12244897959183673,0.3,0.0,17.0,0.4857142857142857,6.0,21.0,1.0,0,0.27548209366391185,0.37735849056603776
36,3,0,0.22857142857142854,0.2857142857142857,0.4375,32.0,0.28125,1769.0,0.8501978518937253,41.0,8.0,0.2195121951219512,0.2926829268292683,1.0,12.0,0.4444444444444444,6.0,11.0,1.0,0,0.42372881355932196,0.38167938931297707
37,1,0,0.125,0.5416666666666666,0.0,32.0,0.09375,1925.0,0.8290909090909091,42.0,5.0,0.14285714285714285,0.4,0.0,14.0,0.6666666666666666,7.0,14.0,1.0,1,0.4166666666666667,0.37037037037037035
38,1,0,0.25,0.5,0.3,39.0,0.2307692307692308,2076.0,0.7972061657032755,32.0,6.0,0.1875,0.2608695652173913,0.0,14.0,0.5833333333333334,6.0,4.0,1.0,0,0.3921568627450981,0.3389830508474576
39,0,0,0.5714285714285714,0.42857142857142855,0.0,28.0,0.07142857142857142,1443.0,0.7179487179487181,27.0,2.0,0.07407407407407407,0.2631578947368421,0.0,26.0,0.5306122448979592,8.0,17.0,1.0,1,0.37453183520599254,0.3333333333333333
40,3,0,0.25,0.5,0.25,53.0,0.1320754716981132,2022.0,0.8333333333333334,41.0,4.0,0.0975609756097561,0.5777777777777777,1.0,7.0,0.3684210526315789,4.0,15.0,1.0,0,0.38167938931297707,0.38167938931297707
41,3,0,0.3333333333333333,0.2857142857142857,0.16666666666666666,40.0,0.1,1452.0,0.772038567493113,39.0,2.0,0.05128205128205128,0.5,0.0,21.0,0.6176470588235294,12.0,14.0,1.0,0,0.4098360655737705,0.3436426116838488
42,2,0,0.4117647058823529,0.35294117647058826,0.2307692307692308,48.0,0.14583333333333334,2088.0,0.8649425287356322,37.0,2.0,0.054054054054054064,0.3684210526315789,0.0,20.0,0.5714285714285714,6.0,11.0,1.0,0,0.37037037037037035,0.41152263374485604
43,1,0,0.28125,0.4375,0.16666666666666666,45.0,0.4222222222222222,1794.0,0.8076923076923077,32.0,5.0,0.15625,0.4615384615384616,0.0,39.0,0.6190476190476191,21.0,24.0,1.0,0,0.21052631578947367,0.38167938931297707
44,0,0,0.3023255813953488,0.4418604651162791,0.0,49.0,0.14285714285714285,1946.0,0.8165467625899281,45.0,9.0,0.2,0.5,0.0,33.0,0.6470588235294118,15.0,25.0,1.0,0,0.2127659574468085,0.3389830508474576
45,3,0,0.16666666666666666,0.375,0.5555555555555556,30.0,0.03333333333333333,1366.0,0.8045387994143485,41.0,6.0,0.14634146341463414,0.2857142857142857,0.0,19.0,0.8636363636363636,9.0,9.0,1.0,0,0.43859649122807015,0.3125
46,0,0,0.3148148148148148,0.3703703703703704,0.2222222222222222,53.0,0.33962264150943394,2399.0,0.8491037932471863,59.0,10.0,0.1694915254237288,0.3478260869565217,0.0,22.0,0.5641025641025641,12.0,9.0,1.0,1,0.3225806451612903,0.39525691699604737
47,2,0,0.08333333333333333,0.25,0.6666666666666666,47.0,0.1914893617021277,1102.0,0.7186932849364791,34.0,7.0,0.2352941176470588,0.4848484848484849,0.0,14.0,0.5,8.0,14.0,1.0,0,0.4739336492890995,0.2898550724637681
48,3,1,0.39130434782608703,0.4782608695652174,0.21052631578947367,51.0,0.09803921568627452,1880.0,0.8106382978723404,44.0,7.0,0.20454545454545456,0.4090909090909091,0.0,18.0,0.6923076923076923,8.0,12.0,1.0,0,0.3891050583657587,0.37453183520599254
49,3,1,0.3478260869565217,0.3043478260869565,0.21428571428571427,45.0,0.4,2009.0,0.8551518168242906,35.0,3.0,0.08571428571428573,0.25,0.0,11.0,0.4074074074074074,5.0,7.0,1.0,0,0.39525691699604737,0.37735849056603776
50,3,1,0.3181818181818182,0.6363636363636364,0.26666666666666666,55.0,0.2545454545454545,2049.0,0.8604197169350903,31.0,5.0,0.16129032258064516,0.5806451612903226,1.0,8.0,0.3636363636363637,6.0,11.0,1.0,0,0.23529411764705882,0.38167938931297707
51,2,1,0.3,0.43333333333333335,0.5555555555555556,24.0,0.16666666666666666,1557.0,0.8060372511239563,36.0,6.0,0.19444444444444445,0.56,0.0,8.0,0.4705882352941176,5.0,8.0,1.0,0,0.4166666666666667,0.3436426116838488
52,1,1,0.25925925925925924,0.4814814814814815,0.375,49.0,0.20408163265306126,2206.0,0.8821396192203083,43.0,4.0,0.09302325581395347,0.3333333333333333,0.0,17.0,0.53125,6.0,20.0,1.0,1,0.23255813953488372,0.37735849056603776
53,3,1,0.28,0.56,0.21428571428571427,29.0,0.3103448275862069,1871.0,0.8556921432389096,23.0,3.0,0.13043478260869565,0.4545454545454545,0.0,9.0,0.6923076923076923,4.0,3.0,1.0,0,0.42372881355932196,0.3436426116838488
54,0,1,0.2258064516129032,0.3225806451612903,0.18181818181818185,57.0,0.15789473684210525,1994.0,0.8375125376128385,38.0,6.0,0.15789473684210525,0.4375,0.0,20.0,0.8,11.0,10.0,1.0,0,0.24390243902439027,0.3278688524590164
55,2,1,0.24074074074074076,0.4814814814814815,0.28,31.0,0.2258064516129032,2400.0,0.8391666666666666,38.0,5.0,0.13157894736842105,0.4705882352941176,1.0,13.0,0.5,6.0,14.0,1.0,1,0.25,0.3389830508474576
56,3,1,0.22641509433962265,0.5283018867924528,0.11428571428571427,49.0,0.32653061224489793,2287.0,0.85045911674683,35.0,7.0,0.2,0.4090909090909091,0.0,11.0,0.6111111111111112,7.0,8.0,1.0,0,0.39525691699604737,0.41152263374485604
57,2,1,0.24242424242424246,0.24242424242424246,0.2777777777777778,44.0,0.2954545454545455,1843.0,0.8008681497558329,33.0,6.0,0.18181818181818185,0.6153846153846154,0.0,20.0,0.5,13.0,15.0,1.0,0,0.2469135802469136,0.39525691699604737
58,3,1,0.27586206896551724,0.4137931034482759,0.3636363636363637,52.0,0.19230769230769232,1987.0,0.8459989934574735,30.0,6.0,0.2,0.75,0.0,12.0,0.5454545454545454,4.0,20.0,1.0,0,0.25641025641025644,0.42372881355932196
59,1,1,0.2978723404255319,0.3404255319148936,0.2380952380952381,44.0,0.13636363636363635,2144.0,0.8633395522388059,46.0,3.0,0.06521739130434782,0.4444444444444444,0.0,11.0,0.44,8.0,12.0,1.0,0,0.25641025641025644,0.42372881355932196
60,1,1,0.2708333333333333,0.4375,0.4736842105263158,46.0,0.13043478260869565,1891.0,0.7731359069275515,41.0,10.0,0.24390243902439024,0.4137931034482759,0.0,8.0,0.42105263157894735,4.0,12.0,1.0,0,0.37037037037037035,0.3389830508474576
61,0,1,0.2962962962962963,0.5185185185185185,0.1875,40.0,0.125,1508.0,0.7798408488063661,23.0,4.0,0.17391304347826084,0.3,0.0,14.0,0.6363636363636364,6.0,9.0,1.0,0,0.4,0.36363636363636365
62,3,1,0.15384615384615385,0.35897435897435903,0.14285714285714285,54.0,0.1111111111111111,1740.0,0.7931034482758621,32.0,3.0,0.09375,0.4411764705882353,0.0,17.0,0.5666666666666667,6.0,9.0,1.0,0,0.4366812227074236,0.35335689045936397
63,1,1,0.3272727272727273,0.41818181818181815,0.25,28.0,0.17857142857142858,2671.0,0.8625982777985773,47.0,6.0,0.1276595744680851,0.4516129032258064,1.0,19.0,0.5588235294117647,13.0,17.0,1.0,0,0.2,0.4
64,1,1,0.375,0.3333333333333333,0.4615384615384616,25.0,0.28,1328.0,0.7379518072289156,24.0,4.0,0.16666666666666666,0.28,0.0,21.0,0.7,14.0,14.0,1.0,0,0.4347826086956522,0.28169014084507044
65,2,1,0.3076923076923077,0.3333333333333333,0.25,52.0,0.21153846153846154,1381.0,0.7632150615496017,36.0,5.0,0.1388888888888889,0.35714285714285715,0.0,15.0,0.6521739130434783,6.0,10.0,1.0,0,0.4,0.39525691699604737
66,1,1,0.20512820512820512,0.3333333333333333,0.3684210526315789,46.0,0.10869565217391304,2080.0,0.84375,31.0,3.0,0.0967741935483871,0.3888888888888889,0.0,12.0,0.75,4.0,6.0,1.0,0,0.37037037037037035,0.3891050583657587
67,3,1,0.3043478260869565,0.4782608695652174,0.21428571428571427,41.0,0.2926829268292683,2612.0,0.8901225114854517,40.0,7.0,0.175,0.6428571428571429,0.0,3.0,0.2727272727272727,1.0,9.0,1.0,0,0.26666666666666666,0.37453183520599254
68,3,1,0.2558139534883721,0.5116279069767442,0.4782608695652174,37.0,0.10810810810810813,2522.0,0.8707375099127677,26.0,4.0,0.15384615384615385,0.5769230769230769,0.0,15.0,0.5172413793103449,5.0,15.0,1.0,0,0.273972602739726,0.425531914893617
69,0,1,0.24444444444444444,0.4,0.42105263157894735,36.0,0.1388888888888889,2510.0,0.8856573705179283,34.0,8.0,0.2352941176470588,0.3703703703703704,1.0,14.0,0.7368421052631579,6.0,8.0,1.0,0,0.4098360655737705,0.3891050583657587
70,1,1,0.4166666666666667,0.4583333333333333,0.4166666666666667,34.0,0.1176470588235294,1438.0,0.7406119610570236,30.0,5.0,0.16666666666666666,0.3076923076923077,0.0,26.0,0.5652173913043478,10.0,22.0,1.0,0,0.18181818181818182,0.35335689045936397
71,3,1,0.3333333333333333,0.3939393939393939,0.3,46.0,0.1956521739130435,2096.0,0.8368320610687023,38.0,12.0,0.3157894736842105,0.5,0.0,11.0,0.6111111111111112,4.0,18.0,1.0,0,0.2531645569620253,0.4347826086956522
72,0,1,0.2195121951219512,0.3902439024390244,0.35294117647058826,41.0,0.17073170731707318,2100.0,0.8580952380952381,36.0,14.0,0.3888888888888889,0.5625,0.0,12.0,0.5714285714285714,7.0,18.0,1.0,0,0.24390243902439027,0.35714285714285715
73,3,1,0.30303030303030304,0.3939393939393939,0.2631578947368421,39.0,0.15384615384615385,1725.0,0.8063768115942029,24.0,4.0,0.16666666666666666,0.6666666666666666,0.0,12.0,0.4137931034482759,6.0,18.0,1.0,0,0.3663003663003663,0.3508771929824561
74,2,1,0.3962264150943397,0.4339622641509434,0.5333333333333333,57.0,0.2631578947368421,2037.0,0.8586156111929307,23.0,2.0,0.08695652173913042,0.5,0.0,26.0,0.5909090909090909,16.0,12.0,1.0,0,0.2857142857142857,0.4081632653061224
75,2,1,0.3181818181818182,0.5454545454545454,0.1111111111111111,39.0,0.05128205128205128,1140.0,0.7701754385964912,53.0,7.0,0.1320754716981132,0.2631578947368421,1.0,18.0,0.4390243902439024,11.0,22.0,1.0,0,0.37453183520599254,0.35714285714285715
76,1,1,0.41818181818181815,0.41818181818181815,0.3,53.0,0.2452830188679245,2193.0,0.8663930688554492,53.0,9.0,0.16981132075471694,0.3170731707317073,1.0,24.0,0.5217391304347826,13.0,28.0,1.0,0,0.25641025641025644,0.35714285714285715
82,3,0,0.14634146341463414,0.4146341463414634,0.6666666666666666,35.0,0.14285714285714285,1753.0,0.8414147176269253,24.0,2.0,0.08333333333333333,0.37142857142857133,1.0,25.0,0.5681818181818182,13.0,12.0,1.0,0,0.2857142857142857,0.39525691699604737
86,3,0,0.1951219512195122,0.36585365853658536,0.3636363636363637,38.0,0.13157894736842105,1451.0,0.8215024121295658,36.0,5.0,0.16666666666666666,0.32,0.0,7.0,0.5384615384615384,4.0,5.0,1.0,0,0.48780487804878053,0.2958579881656805
88,3,0,0.43478260869565216,0.3478260869565217,0.14285714285714285,46.0,0.13043478260869565,1589.0,0.8118313404657017,31.0,8.0,0.2903225806451613,0.19047619047619047,0.0,25.0,0.625,9.0,15.0,1.0,0,0.4098360655737705,0.36363636363636365
93,1,0,0.1951219512195122,0.36585365853658536,0.3636363636363637,38.0,0.13157894736842105,1451.0,0.8215024121295658,33.0,4.0,0.12121212121212123,0.4222222222222222,1.0,33.0,0.5689655172413793,17.0,21.0,1.0,0,0.4504504504504505,0.3194888178913738
94,3,0,0.3220338983050847,0.4406779661016949,0.4583333333333333,35.0,0.17142857142857146,2175.0,0.8501149425287357,28.0,6.0,0.21428571428571427,0.2894736842105263,1.0,18.0,0.45,9.0,14.0,1.0,0,0.2469135802469136,0.4081632653061224
95,1,0,0.43478260869565216,0.3478260869565217,0.14285714285714285,46.0,0.13043478260869565,1589.0,0.8118313404657017,34.0,4.0,0.1176470588235294,0.5,0.0,16.0,0.7619047619047619,10.0,10.0,1.0,1,0.47619047619047616,0.31746031746031744
96,3,0,0.2380952380952381,0.42857142857142855,0.42857142857142855,51.0,0.19607843137254904,1663.0,0.8580877931449188,36.0,7.0,0.19444444444444445,0.34375,0.0,21.0,0.7241379310344828,8.0,7.0,1.0,0,0.4081632653061224,0.37453183520599254
97,1,0,0.21428571428571427,0.3809523809523809,0.2777777777777778,48.0,0.3541666666666667,1956.0,0.8292433537832311,47.0,7.0,0.14893617021276595,0.4705882352941176,1.0,18.0,0.6923076923076923,9.0,15.0,1.0,0,0.28169014084507044,0.41152263374485604
98,1,0,0.3157894736842105,0.5263157894736842,0.2352941176470588,34.0,0.1176470588235294,1493.0,0.7809778968519759,29.0,5.0,0.1724137931034483,0.35,1.0,26.0,0.5416666666666666,14.0,23.0,1.0,0,0.25,0.3508771929824561
99,0,0,0.2807017543859649,0.5964912280701754,0.3333333333333333,38.0,0.21052631578947367,2227.0,0.8661876964526268,33.0,8.0,0.24242424242424246,0.40625,1.0,25.0,0.4716981132075472,18.0,26.0,1.0,0,0.05,0.3246753246753247
100,1,0,0.17142857142857146,0.5428571428571428,0.1875,39.0,0.15384615384615385,1512.0,0.8187830687830688,26.0,7.0,0.2692307692307692,0.5555555555555556,0.0,17.0,0.5666666666666667,7.0,10.0,1.0,0,0.3246753246753247,0.4166666666666667
101,2,0,0.125,0.45,0.16666666666666666,52.0,0.1153846153846154,1961.0,0.8582355940846507,36.0,7.0,0.19444444444444445,0.5897435897435898,1.0,26.0,0.6046511627906976,10.0,13.0,1.0,0,0.3246753246753247,0.3508771929824561
102,1,0,0.3888888888888889,0.4722222222222222,0.3043478260869565,35.0,0.2571428571428571,2247.0,0.8664886515353805,48.0,6.0,0.125,0.3157894736842105,0.0,17.0,0.53125,12.0,11.0,1.0,0,0.1923076923076923,0.3472222222222222
103,1,0,0.3384615384615385,0.4461538461538462,0.2325581395348837,24.0,0.16666666666666666,2307.0,0.8677936714347637,31.0,4.0,0.16129032258064516,0.425,0.0,18.0,0.4186046511627907,7.0,15.0,1.0,0,0.08333333333333333,0.35335689045936397
104,3,0,0.3809523809523809,0.42857142857142855,0.0,32.0,0.0625,1706.0,0.8323563892145369,21.0,4.0,0.19047619047619047,0.2857142857142857,1.0,22.0,0.6111111111111112,6.0,27.0,1.0,0,0.4807692307692307,0.3194888178913738
105,0,0,0.14634146341463414,0.4146341463414634,0.6666666666666666,35.0,0.14285714285714285,1753.0,0.8414147176269253,45.0,6.0,0.15555555555555556,0.37142857142857133,1.0,22.0,0.6111111111111112,10.0,21.0,1.0,0,0.08333333333333333,0.2958579881656805
106,2,0,0.3611111111111111,0.4166666666666667,0.35294117647058826,57.0,0.19298245614035087,1876.0,0.8555437100213221,38.0,2.0,0.05263157894736842,0.3076923076923077,0.0,14.0,0.4117647058823529,10.0,11.0,1.0,0,0.3508771929824561,0.3472222222222222
107,0,0,0.38461538461538464,0.6153846153846154,0.2222222222222222,52.0,0.3461538461538461,2535.0,0.9124260355029584,47.0,6.0,0.1276595744680851,0.25,1.0,8.0,0.4,3.0,9.0,1.0,0,0.2898550724637681,0.3663003663003663
108,3,0,0.18181818181818185,0.2272727272727273,0.4,41.0,0.14634146341463414,1406.0,0.8328591749644382,53.0,11.0,0.2075471698113208,0.32432432432432434,1.0,26.0,0.7027027027027027,13.0,21.0,1.0,0,0.39525691699604737,0.3448275862068966
109,0,0,0.36666666666666653,0.3333333333333333,0.0,36.0,0.08333333333333333,1573.0,0.8226319135410044,29.0,8.0,0.3448275862068966,0.24,0.0,17.0,0.5,6.0,13.0,1.0,0,0.25641025641025644,0.3663003663003663
110,2,0,0.2,0.4571428571428571,0.16666666666666666,44.0,0.1590909090909091,1838.0,0.8416757344940152,30.0,4.0,0.13333333333333333,0.3076923076923077,0.0,22.0,0.6111111111111112,11.0,15.0,1.0,0,0.4081632653061224,0.33003300330033003
111,3,0,0.2307692307692308,0.3333333333333333,0.5555555555555556,45.0,0.3333333333333333,1912.0,0.8483263598326359,33.0,4.0,0.12121212121212123,0.3947368421052632,1.0,15.0,0.5555555555555556,7.0,9.0,1.0,0,0.29411764705882354,0.42372881355932196
112,0,0,0.36666666666666653,0.3,0.16666666666666666,40.0,0.2,1716.0,0.8374125874125874,29.0,1.0,0.03448275862068965,0.3783783783783784,0.0,25.0,0.6097560975609756,12.0,19.0,1.0,0,0.35335689045936397,0.3846153846153846
113,1,0,0.2830188679245283,0.490566037735849,0.1,40.0,0.15,1882.0,0.8368756641870351,28.0,2.0,0.07142857142857142,0.2222222222222222,0.0,16.0,0.4705882352941176,5.0,11.0,1.0,0,0.3246753246753247,0.3597122302158273
114,1,0,0.13043478260869565,0.4782608695652174,0.625,40.0,0.15,1536.0,0.8170572916666666,20.0,1.0,0.05,0.3333333333333333,0.0,21.0,0.5526315789473685,13.0,8.0,1.0,0,0.47619047619047616,0.29850746268656714
115,2,0,0.18181818181818185,0.3636363636363637,0.5,48.0,0.20833333333333331,1322.0,0.7904689863842662,28.0,6.0,0.25,0.7058823529411765,0.0,11.0,0.6111111111111112,8.0,10.0,1.0,0,0.425531914893617,0.36363636363636365
116,0,0,0.30612244897959184,0.5918367346938775,0.3225806451612903,55.0,0.2545454545454545,2196.0,0.8624772313296903,35.0,6.0,0.17142857142857146,0.3584905660377358,1.0,42.0,0.7,23.0,31.0,1.0,0,0.11428571428571428,0.3105590062111801
117,1,0,0.2857142857142857,0.4489795918367347,0.8064516129032258,35.0,0.3142857142857143,2254.0,0.8868677905944987,33.0,5.0,0.15151515151515152,0.29411764705882354,1.0,40.0,0.6349206349206349,18.0,40.0,1.0,0,0.09090909090909091,0.3105590062111801
118,3,0,0.2857142857142857,0.3333333333333333,0.3333333333333333,39.0,0.1282051282051282,1426.0,0.7833099579242637,29.0,2.0,0.06896551724137931,0.4583333333333333,0.0,7.0,0.5384615384615384,3.0,4.0,1.0,0,0.4587155963302753,0.3508771929824561
119,2,0,0.32,0.24,0.2307692307692308,44.0,0.3636363636363637,2074.0,0.8601735776277725,44.0,7.0,0.1590909090909091,0.32608695652173914,1.0,16.0,0.5,11.0,18.0,1.0,0,0.11428571428571428,0.3508771929824561
120,2,0,0.26666666666666666,0.5777777777777777,0.6923076923076923,28.0,0.21428571428571427,2155.0,0.8719257540603248,32.0,7.0,0.25,0.2380952380952381,0.0,23.0,0.6388888888888888,8.0,7.0,1.0,1,0.27027027027027023,0.37453183520599254
121,1,0,0.2857142857142857,0.19047619047619047,0.2352941176470588,56.0,0.10714285714285714,1508.0,0.7917771883289124,47.0,6.0,0.1276595744680851,0.4166666666666667,0.0,10.0,0.5,6.0,8.0,1.0,0,0.4347826086956522,0.3472222222222222
122,3,0,0.2647058823529412,0.6176470588235294,0.17647058823529413,52.0,0.09615384615384616,1614.0,0.8023543990086741,49.0,7.0,0.14285714285714285,0.2564102564102564,1.0,25.0,0.6756756756756757,18.0,20.0,1.0,0,0.4444444444444444,0.33003300330033003
123,3,0,0.2456140350877193,0.4035087719298245,0.07407407407407407,44.0,0.2727272727272727,2379.0,0.8713745271122321,26.0,5.0,0.19230769230769232,0.5384615384615384,0.0,23.0,0.71875,12.0,16.0,1.0,0,0.4166666666666667,0.4
124,3,0,0.2,0.32,0.0,34.0,0.17647058823529413,1194.0,0.7428810720268006,40.0,3.0,0.075,0.5,0.0,32.0,0.6037735849056604,13.0,25.0,1.0,0,0.42372881355932196,0.33557046979865773
125,2,1,0.4137931034482759,0.5172413793103449,0.21052631578947367,37.0,0.16216216216216214,1488.0,0.8326612903225806,38.0,6.0,0.15789473684210525,0.2553191489361702,1.0,9.0,0.4090909090909091,5.0,6.0,1.0,0,0.3105590062111801,0.3225806451612903
126,0,1,0.21428571428571427,0.4761904761904762,0.8823529411764706,37.0,0.2432432432432433,2439.0,0.8769987699876999,38.0,2.0,0.05263157894736842,0.4444444444444444,0.0,16.0,0.4444444444444444,12.0,9.0,1.0,0,0.0975609756097561,0.33557046979865773
127,1,1,0.3076923076923077,0.5192307692307693,0.21739130434782608,36.0,0.25,2469.0,0.8991494532199271,28.0,2.0,0.07142857142857142,0.4,0.0,13.0,0.4814814814814815,4.0,8.0,1.0,0,0.22727272727272727,0.37453183520599254
128,3,1,0.3333333333333333,0.2916666666666667,0.19047619047619047,55.0,0.10909090909090907,1721.0,0.8012783265543288,22.0,3.0,0.13636363636363635,0.4230769230769231,1.0,17.0,0.6071428571428571,7.0,10.0,1.0,1,0.4739336492890995,0.3333333333333333
129,0,1,0.3617021276595745,0.5319148936170213,0.4848484848484849,42.0,0.09523809523809523,2239.0,0.8660116123269317,52.0,5.0,0.09615384615384616,0.32432432432432434,1.0,23.0,0.6764705882352942,13.0,19.0,1.0,1,0.23255813953488372,0.3663003663003663
130,0,1,0.275,0.5,0.10526315789473684,29.0,0.4137931034482759,2109.0,0.8715030820293979,28.0,5.0,0.17857142857142858,0.35,1.0,15.0,0.6,6.0,8.0,1.0,0,0.28169014084507044,0.37037037037037035
131,3,1,0.23404255319148934,0.2765957446808511,0.6153846153846154,33.0,0.3636363636363637,2256.0,0.8745567375886525,29.0,3.0,0.10344827586206896,0.5925925925925926,0.0,21.0,0.7,9.0,13.0,1.0,0,0.31545741324921134,0.4291845493562232
132,2,1,0.2903225806451613,0.2903225806451613,0.2,43.0,0.11627906976744184,1771.0,0.8560135516657256,37.0,8.0,0.2432432432432433,0.26666666666666666,0.0,22.0,0.6470588235294118,10.0,12.0,1.0,0,0.2898550724637681,0.38167938931297707
133,3,1,0.43478260869565216,0.4565217391304348,0.6666666666666666,26.0,0.2307692307692308,1959.0,0.8734047983665135,33.0,6.0,0.18181818181818185,0.5555555555555556,0.0,10.0,0.4545454545454545,3.0,7.0,1.0,0,0.41152263374485604,0.35714285714285715
134,1,1,0.1935483870967742,0.5483870967741935,0.1,51.0,0.2549019607843137,2138.0,0.8746492048643593,41.0,10.0,0.24390243902439024,0.37777777777777777,1.0,26.0,0.6341463414634146,12.0,13.0,1.0,0,0.11428571428571428,0.37735849056603776
135,1,1,0.30303030303030304,0.4545454545454545,0.07692307692307693,51.0,0.1176470588235294,2063.0,0.8691226369365003,42.0,3.0,0.07142857142857142,0.5333333333333333,0.0,20.0,0.6451612903225806,9.0,21.0,1.0,0,0.3125,0.37037037037037035
136,1,1,0.3928571428571429,0.32142857142857145,0.08333333333333333,44.0,0.06818181818181818,1441.0,0.7980569049271339,33.0,6.0,0.18181818181818185,0.28125,0.0,16.0,0.5925925925925926,6.0,10.0,1.0,0,0.4504504504504505,0.33557046979865773
137,1,1,0.425531914893617,0.3617021276595745,0.36,35.0,0.37142857142857133,2519.0,0.9174275506153236,34.0,2.0,0.05882352941176471,0.44642857142857145,1.0,10.0,0.4761904761904762,7.0,9.0,1.0,0,0.3663003663003663,0.4366812227074236
138,1,1,0.32432432432432434,0.32432432432432434,0.26666666666666666,48.0,0.14583333333333334,1698.0,0.8486454652532391,23.0,4.0,0.21739130434782608,0.4705882352941176,0.0,20.0,0.6451612903225806,9.0,7.0,1.0,0,0.3891050583657587,0.3921568627450981
139,0,1,0.1111111111111111,0.5925925925925926,0.125,50.0,0.1,1571.0,0.8058561425843411,42.0,4.0,0.09523809523809523,0.36666666666666653,0.0,15.0,0.6,8.0,10.0,1.0,0,0.42016806722689076,0.3597122302158273
140,1,1,0.275,0.55,0.6521739130434783,42.0,0.4523809523809524,2449.0,0.8868926092282564,38.0,4.0,0.10526315789473684,0.42424242424242425,1.0,18.0,0.6,6.0,13.0,1.0,0,0.3891050583657587,0.35714285714285715
141,3,1,0.38461538461538464,0.4615384615384616,0.32,45.0,0.13333333333333333,1856.0,0.8426724137931034,37.0,7.0,0.1891891891891892,0.4666666666666667,0.0,11.0,0.44,4.0,6.0,1.0,0,0.4587155963302753,0.33557046979865773
142,1,1,0.22641509433962265,0.490566037735849,0.16666666666666666,52.0,0.21153846153846154,2033.0,0.8701426463354648,29.0,3.0,0.10344827586206896,0.4848484848484849,0.0,9.0,0.45,3.0,12.0,1.0,0,0.15384615384615385,0.37735849056603776
143,0,1,0.372093023255814,0.3953488372093023,0.36,36.0,0.4166666666666667,2324.0,0.9010327022375216,43.0,6.0,0.13953488372093026,0.18604651162790695,1.0,14.0,0.5384615384615384,4.0,13.0,1.0,1,0.2597402597402597,0.38167938931297707
144,3,1,0.2333333333333333,0.3,0.7777777777777778,36.0,0.2777777777777778,2852.0,0.9081346423562412,45.0,4.0,0.08888888888888889,0.3103448275862069,0.0,17.0,0.6296296296296297,9.0,14.0,1.0,0,0.2597402597402597,0.40322580645161293
145,1,1,0.35,0.35,0.0,50.0,0.1,1742.0,0.8386911595866821,29.0,4.0,0.13793103448275862,0.4857142857142857,1.0,16.0,0.6153846153846154,11.0,14.0,1.0,0,0.3891050583657587,0.3891050583657587
146,1,1,0.2903225806451613,0.5806451612903226,0.5,39.0,0.2307692307692308,2302.0,0.8657688966116421,20.0,5.0,0.25,0.2631578947368421,0.0,13.0,0.4814814814814815,5.0,5.0,1.0,0,0.4081632653061224,0.4
147,3,1,0.3478260869565217,0.43478260869565216,0.25,57.0,0.2982456140350877,2516.0,0.8930842607313195,27.0,4.0,0.14814814814814814,0.5,0.0,13.0,0.6842105263157895,6.0,14.0,1.0,0,0.18181818181818182,0.4081632653061224
148,0,1,0.2835820895522388,0.4477611940298508,0.5,43.0,0.32558139534883723,2143.0,0.8777414839010733,47.0,8.0,0.1702127659574468,0.3636363636363637,0.0,20.0,0.5882352941176471,9.0,11.0,1.0,0,0.4504504504504505,0.3891050583657587
149,3,1,0.3235294117647059,0.5294117647058824,0.5555555555555556,37.0,0.2702702702702703,1562.0,0.8290653008962868,27.0,2.0,0.07407407407407407,0.4615384615384616,0.0,12.0,0.4444444444444444,9.0,17.0,1.0,1,0.4081632653061224,0.37453183520599254
150,1,1,0.2727272727272727,0.4545454545454545,0.48,46.0,0.2608695652173913,2014.0,0.8773584905660378,38.0,7.0,0.18421052631578946,0.4137931034482759,0.0,15.0,0.5172413793103449,8.0,10.0,1.0,0,0.3472222222222222,0.4166666666666667
