,Goals,Knockout,OnTarget_%,Short_%,Succ_Ratio,Total_FKs,Short_FKs,Passes_Att,Pass_Comp%,Opp_Total_Fouls,Opp_Yellow_Cards,Cards/Fouls,OppTackles_Successful%,Opp_Aggressiveness,Opp_Total_Saves,Opp_Saves/Shots,Opp_Shots_Blocked,Opp_Conceded_Corners,dummy_home,bad_weather,Win_Pr(),Btts_Pr()
21,0,0,0.28205128205128205,0.38461538461538464,0.55,54.0,0.2037037037037037,1995.0,0.825062656641604,34.0,4.0,0.14705882352941174,0.3076923076923077,0.0,15.0,0.625,10.0,10.0,1.0,1,0.21052631578947367,0.3125
22,0,0,0.3191489361702128,0.40425531914893614,0.13043478260869565,39.0,0.2307692307692308,1618.0,0.7824474660074165,33.0,5.0,0.15151515151515152,0.38235294117647056,1.0,22.0,0.5238095238095238,9.0,18.0,1.0,0,0.125,0.3389830508474576
23,1,0,0.24390243902439024,0.3414634146341464,0.07142857142857142,52.0,0.1346153846153846,2194.0,0.8596171376481313,46.0,7.0,0.15217391304347827,0.29411764705882354,0.0,15.0,0.4166666666666667,7.0,13.0,1.0,0,0.2577319587628866,0.3389830508474576
24,2,0,0.2972972972972973,0.3783783783783784,0.4444444444444444,41.0,0.4634146341463415,2370.0,0.8738396624472574,28.0,3.0,0.14285714285714285,0.5517241379310345,1.0,17.0,0.5666666666666667,7.0,19.0,1.0,0,0.27027027027027023,0.38167938931297707
25,0,0,0.27586206896551724,0.4137931034482759,0.0,45.0,0.2,1639.0,0.8090298962782184,31.0,5.0,0.16129032258064516,0.4615384615384616,0.0,25.0,0.6410256410256411,11.0,11.0,1.0,0,0.2857142857142857,0.37453183520599254
26,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,60.0,0.2,1735.0,0.8080691642651296,35.0,3.0,0.08571428571428573,0.4117647058823529,0.0,8.0,0.4444444444444444,6.0,9.0,1.0,0,0.4166666666666667,0.3436426116838488
27,3,0,0.32142857142857145,0.35714285714285715,0.14285714285714285,46.0,0.17391304347826084,1653.0,0.8106473079249849,45.0,7.0,0.15555555555555556,0.6,0.0,24.0,0.6,9.0,27.0,1.0,0,0.27027027027027023,0.3663003663003663
28,0,0,0.48,0.4,0.4117647058823529,32.0,0.25,2257.0,0.8790429774036331,20.0,2.0,0.1,0.39130434782608703,0.0,22.0,0.5945945945945946,10.0,23.0,1.0,1,0.07142857142857142,0.3663003663003663
29,1,0,0.39130434782608703,0.3478260869565217,0.42105263157894735,42.0,0.3333333333333333,1865.0,0.8219839142091153,29.0,2.0,0.06896551724137931,0.4615384615384616,0.0,22.0,0.6111111111111112,7.0,15.0,1.0,0,0.18181818181818182,0.3846153846153846
30,3,0,0.32653061224489793,0.4693877551020408,0.4,35.0,0.37142857142857133,2660.0,0.8676691729323308,38.0,3.0,0.07894736842105263,0.3333333333333333,0.0,18.0,0.5142857142857142,8.0,16.0,1.0,0,0.07142857142857142,0.2958579881656805
