,AwayScore,BreakTimeDuration,ConsolidationStatus,EffectiveDuration,EffectiveInjuryTime,EndTimeUTC,HomeScore,IndexInMatch,IndexInType,InjuryTime,LeftTeamID,MatchID,MatchPhaseGuid,RegularDuration,StartTimeUTC,Status,Type
0,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:03.0270000,00:00:03.0270000,2016-09-13T19:32:14.411Z,1,1,1,00:00:00,52280,2019282,301e7326-d5bb-4413-8df4-b8d0974b81ec,00:45:00,2016-09-13T18:47:11.384Z,['Completed'],Regular
1,1,00:16:37.1160000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:49:38.1060000,00:04:38.1060000,2016-09-13T20:38:29.633Z,1,2,2,00:04:00,52747,2019282,251be821-6e26-4eb1-a81f-7e7482a3ddb6,00:45:00,2016-09-13T19:48:51.527Z,"['Current', 'Completed']",Regular
2,1,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:00.6420000,00:03:00.6420000,2016-09-13T19:33:26.622Z,0,1,1,00:03:00,2603104,2019283,9de637a0-81a6-457c-8dd7-d058b3a30c77,00:45:00,2016-09-13T18:45:25.98Z,['Completed'],Regular
3,1,00:15:04.3250000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:49:06.7000000,00:04:06.7000000,2016-09-13T20:37:37.647Z,1,2,2,00:04:00,59856,2019283,d25ea9ef-9b9f-469a-80d0-17ac80631cdc,00:45:00,2016-09-13T19:48:30.947Z,"['Current', 'Completed']",Regular
4,2,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:16.0030000,00:02:16.0030000,2016-09-13T19:33:00.638Z,1,1,1,00:01:00,52723,2019284,b6323e5c-b55c-410b-b39b-9490f50941be,00:45:00,2016-09-13T18:45:44.635Z,['Completed'],Regular
5,2,00:15:05.5820000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:08.2000000,00:03:08.2000000,2016-09-13T20:36:14.42Z,1,2,2,00:03:00,50136,2019284,70e4d841-89fe-421f-9c80-8db2440f0493,00:45:00,2016-09-13T19:48:06.22Z,"['Current', 'Completed']",Regular
6,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:13.8450000,00:01:13.8450000,2016-09-13T19:31:49.09Z,1,1,1,00:01:00,50157,2019285,582d56fc-fbf6-4dd3-8501-281c1501ee24,00:45:00,2016-09-13T18:45:35.245Z,['Completed'],Regular
7,1,00:15:50.2460000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:49:31.2550000,00:04:31.2550000,2016-09-13T20:37:10.591Z,1,2,2,00:04:00,50147,2019285,6334e572-eb44-497a-b162-d54b24e4e56c,00:45:00,2016-09-13T19:47:39.336Z,"['Current', 'Completed']",Regular
8,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:01,00:00:01,2016-09-13T19:31:49.211Z,2,1,1,,50080,2019286,12c0dc18-4485-4e71-bb13-4711f8f4fbcf,00:45:00,2016-09-13T18:46:48.211Z,['Completed'],Regular
9,0,00:16:51.3680000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:01.0700000,00:02:01.0700000,2016-09-13T20:35:41.649Z,7,2,2,00:02:00,50050,2019286,753c24ff-bfd7-4fe0-8e4a-1ed41fa4e362,00:45:00,2016-09-13T19:48:40.579Z,"['Current', 'Completed']",Regular
10,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:09.7820000,00:01:09.7820000,2016-09-14T19:31:24.84Z,2,1,1,00:01:00,52919,2019287,538bd0f0-8b02-493a-a5b2-57625c51d26b,00:45:00,2016-09-14T18:45:15.058Z,['Completed'],Regular
11,0,00:15:38.7150000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:37.8780000,00:02:37.8780000,2016-09-14T20:34:41.433Z,4,2,2,00:02:00,52757,2019287,b99171d1-6c30-4f7e-8273-8c7cba0e7467,00:45:00,2016-09-14T19:47:03.555Z,"['Current', 'Completed']",Regular
12,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:46.2420000,00:02:46.2420000,2016-09-13T19:33:18.552Z,2,1,1,00:02:00,64500,2019288,064b8924-987f-43a6-9a48-6d0c67b79e5c,00:45:00,2016-09-13T18:45:32.31Z,['Completed'],Regular
13,0,00:16:20.6520000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:12.3920000,00:03:12.3920000,2016-09-13T20:37:51.596Z,5,2,2,00:03:00,50037,2019288,272b2d04-55c2-48a5-be20-d3ba23e4fa63,00:45:00,2016-09-13T19:49:39.204Z,"['Current', 'Completed']",Regular
14,1,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:00.2690000,00:02:00.2690000,2016-09-13T19:32:05.469Z,0,1,1,00:01:00,50124,2019289,eb4d4c18-d398-4155-bb8f-8a578a434314,00:45:00,2016-09-13T18:45:05.2Z,['Completed'],Regular
15,1,00:15:02.5640000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:04.9970000,00:03:04.9970000,2016-09-13T20:35:13.03Z,0,2,2,00:03:00,50062,2019289,21a86614-1f28-4ec9-a282-685835f707d7,00:45:00,2016-09-13T19:47:08.033Z,"['Current', 'Completed']",Regular
16,2,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:01.8640000,00:00:01.8640000,2016-09-14T19:30:04.331Z,2,1,1,,50109,2019290,b95d212e-a167-4056-bf43-7c7814b2683b,00:45:00,2016-09-14T18:45:02.467Z,['Completed'],Regular
17,2,00:15:24.4690000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:56.4600000,00:02:56.4600000,2016-09-14T20:33:25.26Z,2,2,2,00:02:00,54266,2019290,86637667-f8de-4e9e-9d16-5a9688219dfa,00:45:00,2016-09-14T19:45:28.8Z,"['Current', 'Completed']",Regular
18,2,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:09.2690000,00:03:09.2690000,2016-09-14T19:33:29.54Z,1,1,1,00:03:00,1652,2019291,8e122f26-9c72-46a9-b64f-bc96fd7e1b70,00:45:00,2016-09-14T18:45:20.271Z,['Completed'],Regular
19,2,00:15:34.1640000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:11.4900000,00:03:11.4900000,2016-09-14T20:37:15.194Z,1,2,2,00:03:00,50023,2019291,1ad47a60-7950-437d-b41a-e1fc42931ac3,00:45:00,2016-09-14T19:49:03.704Z,"['Current', 'Completed']",Regular
20,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:02.4270000,00:01:02.4270000,2016-09-14T19:31:08.18Z,0,1,1,00:01:00,50051,2019292,d7669478-606e-4015-abe0-696bb771d04d,00:45:00,2016-09-14T18:45:05.753Z,['Completed'],Regular
21,1,00:15:18.8910000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:50:06.1620000,00:05:06.1620000,2016-09-14T20:36:33.233Z,2,2,2,00:04:00,50149,2019292,234558da-f082-48ec-bdab-e47eafdbcafa,00:45:00,2016-09-14T19:46:27.071Z,"['Current', 'Completed']",Regular
22,3,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:29.5830000,00:00:29.5830000,2016-09-14T19:30:53.244Z,0,1,1,,52758,2019293,f4bcab27-ab20-4896-81d3-d25d2644e2d6,00:45:00,2016-09-14T18:45:23.661Z,['Completed'],Regular
23,6,00:16:55.7650000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:07.5030000,00:00:07.5030000,2016-09-14T20:32:56.512Z,0,2,2,,50146,2019293,fd416b0d-a70d-4f27-8fc3-d7cebd5ac080,00:45:00,2016-09-14T19:47:49.009Z,"['Current', 'Completed']",Regular
24,2,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:03.5800000,00:00:03.5800000,2016-09-14T19:30:08.273Z,0,1,1,,50043,2019294,dc97e95b-fed0-437f-8468-22264cce8aa9,00:45:00,2016-09-14T18:45:04.693Z,['Completed'],Regular
25,3,00:15:03.8560000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:49:03.9540000,00:04:03.9540000,2016-09-14T20:34:16.083Z,0,2,2,00:04:00,53577,2019294,1644a087-8c63-49eb-8735-62699e45b529,00:45:00,2016-09-14T19:45:12.129Z,"['Current', 'Completed']",Regular
26,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:04.2590000,00:00:04.2590000,2016-09-14T19:30:25.025Z,1,1,1,,50064,2019295,e3c6dd3d-0daa-4230-a11c-13f919163bff,00:45:00,2016-09-14T18:45:20.766Z,['Completed'],Regular
27,1,00:15:38.8000000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:54.0280000,00:03:54.0280000,2016-09-14T20:34:57.853Z,1,2,2,00:03:00,52709,2019295,dd78edee-1da3-4e7f-b666-e38a26b57dd8,00:45:00,2016-09-14T19:46:03.825Z,"['Current', 'Completed']",Regular
28,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:59.7380000,00:02:59.7380000,2016-09-14T19:33:27.301Z,1,1,1,00:03:00,5312,2019296,47e58769-743f-4342-860a-13418209d77a,00:45:00,2016-09-14T18:45:27.563Z,['Completed'],Regular
29,0,00:15:14.5090000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:02.6520000,00:03:02.6520000,2016-09-14T20:36:44.462Z,3,2,2,00:03:00,50164,2019296,ce9d2c9e-76ee-44bb-b74c-752c2fc53478,00:45:00,2016-09-14T19:48:41.81Z,"['Current', 'Completed']",Regular
30,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:27.2610000,00:01:27.2610000,2016-09-14T19:32:26.543Z,0,1,1,00:01:00,50139,2019297,31fbbca6-c4da-43c5-ab46-0d1d999f1c88,00:45:00,2016-09-14T18:45:59.282Z,['Completed'],Regular
31,0,00:15:06.4550000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:49:05.4140000,00:04:05.4140000,2016-09-14T20:36:36.574Z,0,2,2,00:04:00,52714,2019297,c90bef6a-a061-4a65-8213-b05bfdcab4e3,00:45:00,2016-09-14T19:47:31.16Z,"['Current', 'Completed']",Regular
32,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:18.4510000,00:02:18.4510000,2016-09-27T19:33:33.429Z,0,1,1,00:02:00,50109,2019298,58ac1ff4-dab1-4742-a0fa-95f8cfa393c5,00:45:00,2016-09-27T18:46:14.978Z,['Completed'],Regular
33,1,00:15:45.0600000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:49:59.7640000,00:04:59.7640000,2016-09-27T20:39:18.253Z,1,2,2,00:04:00,50023,2019298,bfe1f64c-f595-467f-a40f-ceaae359f25e,00:45:00,2016-09-27T19:49:18.489Z,"['Current', 'Completed']",Regular
34,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:03.6310000,00:00:03.6310000,2016-09-27T19:30:07.162Z,0,1,1,,54266,2019299,86e02548-7fb4-4c3c-ae8a-0a9b23492781,00:45:00,2016-09-27T18:45:03.531Z,['Completed'],Regular
35,1,00:15:48.4810000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:02.9380000,00:02:02.9380000,2016-09-27T20:32:58.581Z,0,2,2,00:02:00,1652,2019299,67959632-61f4-49dc-8037-5a42e9f88135,00:45:00,2016-09-27T19:45:55.643Z,"['Current', 'Completed']",Regular
36,1,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:25.8570000,00:01:25.8570000,2016-09-27T19:31:49.52Z,1,1,1,00:01:00,52758,2019300,3c1eed78-d579-4f9c-be7d-cf0d83def3ae,00:45:00,2016-09-27T18:45:23.663Z,['Completed'],Regular
37,2,00:15:32.8580000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:01.1160000,00:03:01.1160000,2016-09-27T20:35:29Z,2,2,2,00:03:00,50051,2019300,5968672b-d095-40de-88cc-98d745f4de89,00:45:00,2016-09-27T19:47:27.884Z,"['Current', 'Completed']",Regular
38,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:01.2300000,00:01:01.2300000,2016-09-27T19:31:59.244Z,2,1,1,00:01:00,50146,2019301,71ff5b41-50bb-4732-ac84-a029a16807fd,00:45:00,2016-09-27T18:45:58.014Z,['Completed'],Regular
39,0,00:16:52.7770000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:02.2730000,00:03:02.2730000,2016-09-27T20:36:54.294Z,0,2,2,00:03:00,50149,2019301,41c51843-1f7e-4300-9c41-911b78bfd9da,00:45:00,2016-09-27T19:48:52.021Z,"['Current', 'Completed']",Regular
40,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:04.6510000,00:00:04.6510000,2016-09-27T19:30:33.464Z,0,1,1,,52709,2019302,be6465f9-d10a-4f95-b49a-f400f768f11b,00:45:00,2016-09-27T18:45:28.813Z,['Completed'],Regular
41,0,00:15:48.3720000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:06.0230000,00:03:06.0230000,2016-09-27T20:34:27.859Z,4,2,2,00:03:00,50043,2019302,914cf5fc-b953-4df9-81b1-5dc9dc5f4b7d,00:45:00,2016-09-27T19:46:21.836Z,"['Current', 'Completed']",Regular
42,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:05.7700000,00:00:05.7700000,2016-09-27T19:30:22.867Z,1,1,1,,53577,2019303,c7faaccc-a1c9-4fe9-89d1-9c6362d4ec0d,00:45:00,2016-09-27T18:45:17.097Z,['Completed'],Regular
43,0,00:15:57.6090000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:49:27.9020000,00:04:27.9020000,2016-09-27T20:35:48.378Z,1,2,2,00:04:00,50064,2019303,725072cc-5250-4774-9c3f-e1295c191541,00:45:00,2016-09-27T19:46:20.476Z,"['Current', 'Completed']",Regular
44,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:27.3330000,00:00:27.3330000,2016-09-27T19:30:31.013Z,0,1,1,,5312,2019304,331d0673-4a5a-47ed-abd8-5c079d6da344,00:45:00,2016-09-27T18:45:03.68Z,['Completed'],Regular
45,0,00:15:56.9990000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:49:06.9070000,00:04:06.9070000,2016-09-27T20:35:34.919Z,1,2,2,00:04:00,52714,2019304,fccf6813-c711-44c2-9006-2786cde3bc32,00:45:00,2016-09-27T19:46:28.012Z,"['Current', 'Completed']",Regular
46,2,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:03.9710000,00:01:03.9710000,2016-09-27T19:32:54.367Z,0,1,1,00:01:00,50139,2019305,0cbc10f6-8445-46e9-91ad-0959c370d3a4,00:45:00,2016-09-27T18:46:50.396Z,['Completed'],Regular
47,4,00:15:12.9700000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:02.3350000,00:01:02.3350000,2016-09-27T20:34:09.672Z,0,2,2,00:01:00,50164,2019305,0874850f-e0f2-4a2b-aafc-8eecdf3a27f8,00:45:00,2016-09-27T19:48:07.337Z,"['Current', 'Completed']",Regular
48,1,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:03.8840000,00:00:03.8840000,2016-09-28T19:30:18.405Z,1,1,1,,52747,2019306,12addae2-7cca-4379-bc1f-7473aaf07e11,00:45:00,2016-09-28T18:45:14.521Z,['Completed'],Regular
49,3,00:15:25.2770000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:10.6700000,00:03:10.6700000,2016-09-28T20:33:54.352Z,1,2,2,00:03:00,2603104,2019306,11c3e8e7-1902-40da-b712-0f8fa83a2002,00:45:00,2016-09-28T19:45:43.682Z,"['Current', 'Completed']",Regular
50,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:05.0630000,00:00:05.0630000,2016-09-28T19:30:46.103Z,2,1,1,,52280,2019307,e3a7b6c2-f2af-40e7-bdb9-cb455816be9c,00:45:00,2016-09-28T18:45:41.04Z,['Completed'],Regular
51,0,00:15:05.7010000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:02.4620000,00:02:02.4620000,2016-09-28T20:32:54.266Z,2,2,2,00:02:00,59856,2019307,bb902ec4-0b31-4481-8bf1-f0958c832ae5,00:45:00,2016-09-28T19:45:51.804Z,"['Current', 'Completed']",Regular
52,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:20.8720000,00:02:20.8720000,2016-09-28T19:32:36.861Z,1,1,1,00:02:00,50157,2019308,29bb80db-7132-42e7-a932-8f191e65cd38,00:45:00,2016-09-28T18:45:15.989Z,['Completed'],Regular
53,1,00:15:00.1740000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:05.5150000,00:03:05.5150000,2016-09-28T20:35:42.55Z,1,2,2,00:03:00,52723,2019308,3897c7e5-63db-4b06-aeeb-393ea004acd4,00:45:00,2016-09-28T19:47:37.035Z,"['Current', 'Completed']",Regular
54,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:00.4680000,00:01:00.4680000,2016-09-28T19:31:17.304Z,1,1,1,00:01:00,50136,2019309,bebc4280-3d62-4541-9776-30c9980bd63e,00:45:00,2016-09-28T18:45:16.836Z,['Completed'],Regular
55,2,00:18:12.2320000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:49:02.2410000,00:04:02.2410000,2016-09-28T20:38:31.777Z,4,2,2,00:04:00,50147,2019309,1e6f1a13-189e-4c87-a79f-965e83187a7f,00:45:00,2016-09-28T19:49:29.536Z,"['Current', 'Completed']",Regular
56,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:05.0730000,00:00:05.0730000,2016-09-28T19:31:18.242Z,1,1,1,,52757,2019310,5f484753-f613-4c93-b13d-4bedd6d71f60,00:45:00,2016-09-28T18:46:13.169Z,['Completed'],Regular
57,2,00:15:53.2710000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:38.0370000,00:03:38.0370000,2016-09-28T20:35:49.55Z,1,2,2,00:03:00,50080,2019310,675761db-b5d7-481f-a844-d56400add5cf,00:45:00,2016-09-28T19:47:11.513Z,"['Current', 'Completed']",Regular
58,2,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:02.4100000,00:00:02.4100000,2016-09-28T19:30:26.931Z,2,1,1,,50050,2019311,23ecbe65-3f49-4c42-bbe1-7fa17f0c0be9,00:45:00,2016-09-28T18:45:24.521Z,['Completed'],Regular
59,3,00:16:41.5250000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:16.8920000,00:03:16.8920000,2016-09-28T20:34:39.412Z,3,2,2,00:03:00,52919,2019311,e0b58f91-1a2d-4d90-bd5b-0bb49839a7ea,00:45:00,2016-09-28T19:46:22.52Z,"['Current', 'Completed']",Regular
60,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:03.0400000,00:00:03.0400000,2016-09-28T19:31:48.861Z,1,1,1,,50124,2019312,f0e3a0a9-a3de-4a63-8bae-6833f25dda5c,00:45:00,2016-09-28T18:46:45.821Z,['Completed'],Regular
61,0,00:15:47.0850000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:50:30.6770000,00:05:30.6770000,2016-09-28T20:38:06.623Z,1,2,2,00:05:00,50037,2019312,fa3ebd6b-e5f4-4c57-b5c0-e1596fe1c19b,00:45:00,2016-09-28T19:47:35.946Z,"['Current', 'Completed']",Regular
62,2,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:00.4880000,00:02:00.4880000,2016-09-28T19:32:43.26Z,2,1,1,00:01:00,50062,2019313,5760dbbd-929d-46b8-8b93-32f786a25b3a,00:45:00,2016-09-28T18:45:42.772Z,['Completed'],Regular
63,2,00:15:17.4350000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:06.0630000,00:03:06.0630000,2016-09-28T20:36:06.758Z,2,2,2,00:03:00,64500,2019313,bbef1a45-be12-4d9a-b8f2-e795a3f12fa7,00:45:00,2016-09-28T19:48:00.695Z,"['Current', 'Completed']",Regular
64,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:05.0940000,00:01:05.0940000,2016-10-18T19:32:47.552Z,1,1,1,00:01:00,54266,2019314,7c610b52-9bd7-4142-a4c3-c72d5991c4c8,00:45:00,2016-10-18T18:46:42.458Z,['Completed'],Regular
65,1,00:15:08.0070000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:04.8130000,00:03:04.8130000,2016-10-18T20:36:00.372Z,1,2,2,00:03:00,50023,2019314,2655e0b2-54a9-4063-add7-ae155023853b,00:45:00,2016-10-18T19:47:55.559Z,"['Current', 'Completed']",Regular
66,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:08.2930000,00:01:08.2930000,2016-10-18T19:31:32.195Z,0,1,1,00:01:00,50109,2019315,c5c74a9e-f1e0-41e4-affc-b25452bc1655,00:45:00,2016-10-18T18:45:23.902Z,['Completed'],Regular
67,0,00:16:14.5770000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:59.8330000,00:02:59.8330000,2016-10-18T20:35:46.605Z,0,2,2,00:03:00,1652,2019315,ebb0a1ba-6370-4266-b501-0de52d29be05,00:45:00,2016-10-18T19:47:46.772Z,"['Current', 'Completed']",Regular
68,2,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:03.6730000,00:00:03.6730000,2016-10-18T19:31:54.585Z,0,1,1,,52758,2019316,e5ea4efa-d09f-4fb5-84ae-f51ce9d6e1fd,00:45:00,2016-10-18T18:46:50.912Z,['Completed'],Regular
69,2,00:16:25.6560000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:52:01.1300000,00:07:01.1300000,2016-10-18T20:40:21.371Z,1,2,2,00:05:00,50149,2019316,2cf00448-5208-4cd4-9db6-0d05fef6a6b6,00:45:00,2016-10-18T19:48:20.241Z,"['Current', 'Completed']",Regular
70,1,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:08.3650000,00:00:08.3650000,2016-10-18T19:30:26.152Z,3,1,1,,50146,2019317,124b75b6-d12d-4e7e-be4b-57e83c36837f,00:45:00,2016-10-18T18:45:17.787Z,['Completed'],Regular
71,1,00:15:17.8720000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:01.8580000,00:03:01.8580000,2016-10-18T20:33:45.882Z,5,2,2,00:03:00,50051,2019317,3351c9ac-5696-4af1-b4b6-f02a34c47098,00:45:00,2016-10-18T19:45:44.024Z,"['Current', 'Completed']",Regular
72,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:02.5080000,00:01:02.5080000,2016-10-18T19:31:58.404Z,1,1,1,00:01:00,53577,2019318,fa1818ac-5cd8-4b8e-95b1-4bb9f44061bf,00:45:00,2016-10-18T18:45:55.896Z,['Completed'],Regular
73,0,00:15:38.0830000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:40.2340000,00:03:40.2340000,2016-10-18T20:36:16.721Z,1,2,2,00:03:00,52709,2019318,418920b2-4259-4723-bc76-9863a6d316d3,00:45:00,2016-10-18T19:47:36.487Z,"['Current', 'Completed']",Regular
74,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:06.7010000,00:01:06.7010000,2016-10-18T19:31:56.024Z,1,1,1,00:01:00,50064,2019319,2dcc994a-d0b4-4597-8b56-1b76d95dddfd,00:45:00,2016-10-18T18:45:49.323Z,['Completed'],Regular
75,2,00:17:59.9520000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:28.7680000,00:03:28.7680000,2016-10-18T20:38:24.744Z,1,2,2,00:03:00,50043,2019319,8b3cf9fe-8d56-445c-a7a5-a217f0257ff8,00:45:00,2016-10-18T19:49:55.976Z,"['Current', 'Completed']",Regular
76,1,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:00.5690000,00:01:00.5690000,2016-10-18T19:34:14.33Z,0,1,1,00:01:00,52714,2019320,c5ef417d-ad9d-43aa-881f-b1064e9a3a42,00:45:00,2016-10-18T18:48:13.761Z,['Completed'],Regular
77,1,00:16:15.8290000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:01.7880000,00:03:01.7880000,2016-10-18T20:38:31.947Z,0,2,2,00:03:00,50164,2019320,0ee46488-782a-4376-8ccf-757ef51a82e8,00:45:00,2016-10-18T19:50:30.159Z,"['Current', 'Completed']",Regular
78,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:27.7220000,00:00:27.7220000,2016-10-18T19:32:30.581Z,0,1,1,,50139,2019321,289a011f-cfd9-4929-bccb-91955e7231a2,00:45:00,2016-10-18T18:47:02.859Z,['Completed'],Regular
79,1,00:15:10.9290000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:48:01.5450000,00:03:01.5450000,2016-10-18T20:35:43.055Z,0,2,2,00:03:00,5312,2019321,e93e4848-9fd0-4ab2-b782-cc5c3ec8624d,00:45:00,2016-10-18T19:47:41.51Z,"['Current', 'Completed']",Regular
80,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:45:06.5730000,00:00:06.5730000,2016-10-19T19:31:37.956Z,2,1,1,,52280,2019322,783e21cf-43b9-4417-95c3-3c5b7b39ce21,00:45:00,2016-10-19T18:46:31.383Z,['Completed'],Regular
81,0,00:15:25.0520000,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:47:08.2850000,00:02:08.2850000,2016-10-19T20:33:50.285Z,6,2,2,00:02:00,2603104,2019322,e8ac60b1-5e01-46ad-a5ca-7e3acfd9588b,00:45:00,2016-10-19T19:46:42Z,"['Current', 'Completed']",Regular
82,0,,"['Lineups', 'PrimaryMarks', 'SecondaryMarks', 'AllMatch']",00:46:01.0120000,00:01:01.0120000,2016-10-19T19:31:40.003Z,1,1,1,00:01:00,59856,2019323,3f2c9605-7396-489d-9222-ded4e89f5043,00:45:00,2016-10-19T18:45:38.991Z,['Completed'],Regular
